station_id,latitude,longitude,elevation,state,name,network,wmo_id
USC00502173,60.5561,-145.7531,7.6,AK,CORDOVA N,,
USC00502173,60.5561,-145.7531,7.6,AK,CORDOVA NORTH,,
USC00502179,60.5358,-145.778,3.0,AK,CORDOVA WWTP,,
USC00502227,55.4772,-133.1408,13.1,AK,CRAIG,,
USS0042N01S,62.07,-142.05,1011.9,AK,Chisana,,
USS0050S01S,67.25,-150.18,317.0,AK,Coldfoot,,
USS0049L10S,60.39,-149.69,365.8,AK,Cooper Lake,,
USW00026565,70.1617,-148.4644,9.1,AK,DEADHORSE 3 S,,70080
USW00027406,70.1917,-148.4772,18.6,AK,DEADHORSE AP,,
USW00026643,66.0689,-162.7639,6.4,AK,DEERING AP,,
USC00502350,64.0839,-145.6136,323.1,AK,DELTA 5 NE,,
USC00502339,64.1172,-145.7511,322.8,AK,DELTA 6 N,,
USC00502339,64.1172,-145.7511,322.8,AK,DELTA 6N,,
USC00502352,63.9647,-145.105,342.9,AK,DELTA JUNCTION 20 SE,,
USC00502352,63.9647,-145.105,342.9,AK,DELTA JUNCTION 20SE,,
USW00096408,63.4519,-150.8747,678.2,AK,DENALI 27 N,,70244
USC00502457,59.05,-158.5167,26.2,AK,DILLINGHAM FAA AP,,70321
USC00502568,63.6772,-144.6011,411.5,AK,DRY CREEK,,
USC00502568,63.6747,-144.6042,413.0,AK,DRY CREEK,,
USC00502587,53.895,-166.5433,3.0,AK,DUTCH HARBOR,,
USC00502607,64.7856,-141.2036,259.1,AK,EAGLE,,
USW00026422,64.7767,-141.1483,276.8,AK,EAGLE AP,,
US1AKAB0021,61.3122,-149.4958,243.5,AK,EAGLE RIVER 2.6 ESE,,
USC00502656,61.2967,-149.44,151.8,AK,EAGLE RIVER 5 SE,,
USC00502656,61.2967,-149.44,151.8,AK,EAGLE RVR 5 SE,,
USC00502645,61.3192,-149.5436,172.8,AK,EAGLE RVR GAKONA CIR,,
USC00502645,61.3192,-149.5436,172.8,AK,EAGLE RVR GAKONA CIRCLE,,
USC00502642,61.2344,-149.2708,158.5,AK,EAGLE RVR NATURE CTR,,
USC00502610,58.2761,-134.5139,345.6,AK,EAGLECREST BASE,,
US1AKPW0001,55.9553,-133.6178,-999.9,AK,EDNA BAY 1.3 E,,
USC00502707,64.6667,-147.1,166.7,AK,EIELSON FLD,,
USW00026407,64.6833,-147.0833,173.1,AK,EIELSON FLD,,70265
USC00502711,63.4258,-150.3117,1146.4,AK,EIELSON VISITOR CTR,,
USC00502737,61.4494,-149.3231,195.1,AK,EKLUTNA WTP,,
USC00502785,58.1919,-136.3436,6.1,AK,ELFIN COVE,,
USC00502785,58.1917,-136.3436,6.1,AK,ELFIN COVE,,
USW00026401,61.25,-149.8,58.5,AK,ELMENDORF AFB,,70272
USC00502870,64.8464,-148.0256,199.6,AK,ESTER,,
USC00502871,64.9111,-147.9242,192.0,AK,ESTER 5NE,,
USC00502868,64.8758,-148.0439,663.5,AK,ESTER DOME,,
USS0045Q05S,65.49,-145.41,1112.5,AK,Eagle Summit,,
USS0048L06S,60.8,-148.09,15.2,AK,Esther Island,,
USS0049L18S,60.19,-149.62,121.9,AK,Exit Glacier,,
USW00026494,64.9736,-147.51,347.5,AK,FAIRBANKS 11 NE,,
USW00026494,64.9736,-147.51,347.5,AK,FAIRBANKS 11 NE,,70263
US1AKFN0015,64.9186,-147.6304,303.6,AK,FAIRBANKS 5.7 N,,
USC00502965,64.8172,-147.8739,130.1,AK,FAIRBANKS AP #2,,
USW00026411,64.8039,-147.8761,131.7,AK,FAIRBANKS INTL AP,GSN,70261
USC00502970,64.8342,-147.7911,134.1,AK,FAIRBANKS MIDTOWN,,
USC00503009,62.5422,-153.6206,323.1,AK,FAREWELL LAKE,,
USC00503181,64.9592,-147.6261,236.2,AK,FOX 2 SE,,
USC00503181,64.9592,-147.6261,236.2,AK,FOX 2SE,,
USC00503160,65.0033,-147.3408,494.1,AK,FT KNOX MINE,,
USC00503163,61.2272,-149.6503,143.3,AK,FT RICHARDSON WTP,,
USC00503196,60.4822,-150.8056,83.8,AK,FUNNY RIVER,,
USC00503198,58.25,-134.9,9.1,AK,FUNTER BAY,,
USS0045O01S,63.2,-145.63,914.4,AK,Fielding Lake,,
USS0045R01S,66.57,-145.25,131.1,AK,Fort Yukon,,
USC00503212,64.7408,-156.8756,46.3,AK,GALENA,,
USW00026501,64.7367,-156.9344,46.6,AK,GALENA AP,,70222
USC00503304,62.1086,-145.5331,421.5,AK,GENNALLEN KCAM,,
USC00503275,64.9767,-147.5211,288.0,AK,GILMORE CREEK,,
USC00503294,58.4561,-135.8692,13.7,AK,GLACIER BAY,,
USC00503299,61.1,-149.6936,688.8,AK,GLEN ALPS,,
USC00503299,61.1,-149.6936,671.2,AK,GLEN ALPS,,
USW00056401,63.0294,-145.5003,813.5,AK,GLENNALLEN 64 N,,70269
USC00503304,62.1086,-145.5328,421.5,AK,GLENNALLEN KCAM,,
USC00503368,64.8939,-147.8753,175.9,AK,GOLDSTREAM CREEK,,
USW00026425,62.1592,-145.4589,476.1,AK,GULKANA AP,,70271
USW00025322,58.4111,-135.7089,12.2,AK,GUSTAVUS,,70367
USW00025380,58.4292,-135.69,6.1,AK,GUSTAVUS 2 NE,,70360
USS0050R04S,66.75,-150.67,618.7,AK,Gobblers Knob,,
USS0049L09S,60.61,-149.06,335.3,AK,Grandview,,
USS0045O04S,63.94,-145.4,378.0,AK,Granite Crk,,
USS0049L14S,60.26,-149.34,213.4,AK,Grouse Creek Divide,,
USC00503502,59.2381,-135.4494,21.3,AK,HAINES #2,,
USC00503502,59.2381,-135.4494,29.0,AK,HAINES #2,,
USC00503504,59.4503,-136.3614,249.9,AK,HAINES 40 NW,,
USC00503504,59.4503,-136.3614,249.9,AK,HAINES 40NW,,
USW00025323,59.2433,-135.5094,4.6,AK,HAINES AP,,
USC00503573,61.9872,-152.0758,304.8,AK,HAYES RIVER,,
USC00503585,63.8675,-148.9942,431.9,AK,HEALY,,
USC00503585,63.8717,-149.0169,448.1,AK,HEALY 2 NW,,
USC00503605,57.2178,-134.877,6.7,AK,HIDDEN FALLS HATCHERY,,
USC00503650,55.4822,-132.65,12.2,AK,HOLLIS,,
USC00503672,59.7444,-151.5514,329.2,AK,HOMER 8 NW,,
USC00503672,59.7444,-151.6347,329.2,AK,HOMER 8 NW,,
USC00503682,59.7161,-151.3256,156.1,AK,HOMER 9 E,,
USW00025507,59.6419,-151.4908,19.5,AK,HOMER AP,GSN,70341
USC00503695,58.1072,-135.4278,39.6,AK,HOONAH,,
USC00503720,60.8983,-149.6286,54.9,AK,HOPE,,
USC00503821,55.9153,-130.0269,24.4,AK,HYDER,,
USC00503821,55.9158,-130.0258,24.4,AK,HYDER,,
USW00025506,59.7494,-154.9089,43.6,AK,ILIAMNA AP,,70340
USC00503933,59.555,-154.4983,36.6,AK,INTRICATE BAY,,
USW00026564,68.485,-155.7505,581.9,AK,IVOTUK 1 NNE,,70075
USS0049T01S,68.62,-149.3,929.6,AK,Imnaviat Creek,,
USS0049M26S,61.79,-149.28,1082.0,AK,Independence Mine,,
USS0049M08S,61.07,-149.48,716.3,AK,Indian Pass,,
USC00504094,58.2989,-134.4111,15.2,AK,JUNEAU DWTN,,
USC00504103,58.4003,-134.5694,32.3,AK,JUNEAU FORECAST OFFICE,,
USW00025309,58.3567,-134.5639,4.9,AK,JUNEAU INTL AP,,70381
USC00504107,58.3869,-134.7658,10.7,AK,JUNEAU LENA PT,,
USC00504109,58.4058,-134.7467,74.7,AK,JUNEAU MILE 17,,
USC00504112,58.2864,-134.385,12.5,AK,JUNEAU-DOUGLAS WWTP,,
USW00026502,64.3267,-158.7417,55.2,AK,KALTAG AP,,
USC00504425,60.3667,-151.3833,21.3,AK,KASILOF 3 NW,,
USW00026563,60.7236,-150.4483,86.0,AK,KENAI 29 ENE,,70342
USC00504550,60.6692,-151.3228,38.4,AK,KENAI 9N,,
USW00026523,60.5797,-151.2392,27.7,AK,KENAI MUNI AP,,70259
USC00504567,61.6794,-144.7639,378.0,AK,KENNY LAKE 7SE,,
USC00504594,55.4519,-131.8183,89.9,AK,KETCHIKAN 10N,,
USW00025325,55.3567,-131.7117,23.2,AK,KETCHIKAN INTL AP,,70395
USC00504621,64.9156,-148.2711,487.7,AK,KEYSTONE RIDGE,,
USW00025503,58.6794,-156.6294,19.2,AK,KING SALMON,GSN,70326
USW00025522,58.2078,-155.9225,201.5,AK,KING SALMON 42 SE,,70348
USC00504812,58.1914,-152.3722,18.3,AK,KITOI BAY,,
USW00026642,67.7317,-164.5483,3.0,AK,KIVALINA AP,,
USW00025367,55.58,-133.075,3.7,AK,KLAWOCK AP,,
USC00504971,64.1942,-149.4314,243.8,AK,KOBE HILL,,
USW00025501,57.7511,-152.4856,24.4,AK,KODIAK AP,,70350
USC00504991,57.8047,-152.3561,16.5,AK,KODIAK WWTP,,
USC00505051,67.25,-162.8,9.1,AK,KOTZEBUE 25 N,,
USW00026616,66.8667,-162.6333,9.1,AK,KOTZEBUE RALPH WEIN AP,GSN,70133
USC00505136,70.3167,-149.5833,19.5,AK,KUPARUK,,
USC00505136,70.3289,-149.6114,19.5,AK,KUPARUK,,
USS0050K07S,59.73,-150.66,506.0,AK,Kachemak Creek,,
USS0050O01S,63.54,-150.99,472.4,AK,Kantishna,,
USS0062S01S,67.93,-162.28,94.5,AK,Kelly Station,,
USS0050L02S,60.73,-150.48,91.4,AK,Kenai Moose Pens,,
USC00505397,62.4528,-146.6789,723.9,AK,LAKE SUSITNA,,
USC00505464,61.6294,-149.0297,221.9,AK,LAZY MTN,,
USC00505464,61.6267,-149.0364,223.4,AK,LAZY MTN,,
USC00505516,64.8833,-147.25,161.5,AK,LITTLE CHENA RVR,,
USC00505519,56.3936,-134.6625,4.3,AK,LITTLE PORT WALTER,,
USC00505519,56.3831,-134.6497,4.3,AK,LITTLE PORT WALTER,,
USC00505527,61.7103,-149.2317,274.9,AK,LITTLE SU AT HATCHER PASS BRG,,
USS0046Q02S,65.12,-146.73,609.6,AK,Little Chena Ridge,,
USS0033J01S,58.19,-133.83,259.1,AK,Long Lake,,
USC00505604,60.5181,-148.093,17.4,AK,MAIN BAY,,
USC00505644,64.9989,-150.638,82.9,AK,MANLEY HOT SPRINGS,,70179
USC00505645,65.1225,-150.2278,152.7,AK,MANLEY HOT SPRINGS 15NE,,
USC00505733,61.5664,-149.2542,52.4,AK,MATANUSKA EXP FARM,,
USC00505733,61.5664,-149.2542,52.4,AK,MATANUSKA EXPERIMENT FARM,,
USC00505757,61.4181,-142.9961,381.0,AK,MCCARTHY 3 SW,,
USW00026510,62.9575,-155.6103,101.5,AK,MCGRATH AP,GSN,70231
USC00505778,63.7175,-148.9692,630.9,AK,MCKINLEY PARK,,
USW00025381,55.0456,-131.5878,32.0,AK,METLAKATLA 6 S,,70359
USW00025402,59.4667,-146.3167,14.0,AK,MIDDLETON ISLAND AUTO,,70343
USC00505873,65.1906,-147.2542,228.6,AK,MILE 39 STEESE,,
USC00505880,65.2222,-147.1667,292.6,AK,MILE 42 STEESE,,
USW00026512,63.9033,-152.2817,312.4,AK,MINCHUMINA,,70246
USC00505881,63.9033,-152.2817,312.4,AK,MINCHUMINA,,70246
USC00505883,61.4253,-149.4075,123.4,AK,MIRROR LAKE SCOUT CAMP,,
USC00505884,57.8425,-152.4586,39.6,AK,MONASHKA CREEK DAM,,
USC00505894,60.5028,-149.4264,141.1,AK,MOOSE PASS 3 NW,,
USC00505894,60.5028,-149.4261,150.0,AK,MOOSE PASS 3NW,,
USS0042M01S,61.35,-142.71,490.7,AK,May Creek,,
USS0051K14S,59.74,-151.25,402.3,AK,Mcneil Canyon,,
USS0054K01S,59.08,-154.28,42.7,AK,Mcneil River SGS,,
USS0050K05S,59.78,-150.76,701.0,AK,Middle Fork Bradley,,
USS0047O01S,63.31,-147.65,826.0,AK,Monahan Flat,,
USS0045Q02S,65.08,-145.87,563.9,AK,Monument Creek,,
USS0035K02S,59.59,-135.21,685.8,AK,Moore Creek Bridge,,
USS0048M04S,61.38,-149.0,640.1,AK,Moraine,,
USS0049L01S,60.96,-149.09,469.4,AK,Mt. Alyeska,,
USS0045L01S,60.55,-145.75,428.2,AK,Mt. Eyak,,
USS0046Q01S,65.25,-146.15,853.4,AK,Mt. Ryan,,
USS0046P01S,64.85,-146.21,944.9,AK,Munson Ridge,,
USC00506581,64.7581,-147.3253,144.8,AK,N POLE,,
USC00509891,64.76,-147.34,151.2,AK,N POLE 1N,,
USC00506147,62.3978,-142.9967,890.0,AK,NABESNA,,
USW00026435,64.55,-149.0717,109.7,AK,NENANA MUNI AP,,70260
USW00026617,64.5111,-165.44,4.0,AK,NOME MUNI AP,GSN,70200
USC00506581,64.7581,-147.3253,144.8,AK,NORTH POLE,,
USW00026412,62.9614,-141.9292,522.1,AK,NORTHWAY AP,,70291
USW00027515,70.2117,-151.0017,17.4,AK,NUIQSUT AP,,
USS0050K06S,59.7,-150.71,381.0,AK,Nuka Glacier,,
USC00506777,61.8,-144.9833,402.3,AK,OLD EDGERTON,,
USC00506853,57.9256,-152.5011,12.2,AK,OUZINKIE,,
US1AKMS0011,61.6185,-149.1258,132.6,AK,PALMER 1.7 WNW,,
USC00506870,61.5889,-149.0992,65.8,AK,PALMER JOB CORPS,,
USW00025331,61.5961,-149.0917,70.1,AK,PALMER MUNI AP,,70274
USC00507097,63.0322,-145.4983,823.0,AK,PAXSON,,
USC00507141,57.9578,-136.2214,3.7,AK,PELICAN,,
USW00025329,56.8056,-132.9372,32.6,AK,PETERSBURG 1,,70386
USC00507352,61.5333,-149.0833,20.4,AK,PLANT MATERIALS CTR,,
USC00507421,56.3511,-133.6264,6.1,AK,POINT BAKER,,
USC00507444,61.4169,-150.0819,48.8,AK,POINT MACKENZIE,,
USC00507513,62.6211,-141.0061,576.7,AK,PORT ALCAN,,
USC00507557,56.2472,-134.6447,3.7,AK,PORT ALEXANDER,,
USC00507570,60.2036,-154.3164,79.2,AK,PORT ALSWORTH,,
USW00026562,60.195,-154.3197,97.8,AK,PORT ALSWORTH 1 SW,,70349
USW00025508,56.95,-158.6167,28.0,AK,PORT HEIDEN,,70333
USC00507738,60.0503,-148.0672,12.2,AK,PORT SAN JUAN,,
USC00507502,60.7833,-148.8333,32.0,AK,PORTAGE GLACIER V C,,
USW00026492,60.785,-148.8389,31.4,AK,PORTAGE GLACIER V C,,
USC00507780,70.25,-148.3333,22.9,AK,PRUDHOE BAY,,
USC00507421,56.3511,-133.6264,6.1,AK,PT BAKER,,
USC00507783,62.0911,-152.735,566.3,AK,PUNTILLA,,70249
USS0063P02S,64.99,-163.1,30.5,AK,Pargon Creek,,
USS0051K15S,59.35,-151.85,91.4,AK,Port Graham,,
USS0048V01S,70.27,-148.57,9.1,AK,Prudhoe Bay,,
USW00096406,64.5014,-154.1297,78.9,AK,RUBY 44 ESE,,70224
USS0045O10S,63.93,-145.33,373.4,AK,Rhoads Creek,,
USS0063P01S,64.53,-163.42,76.2,AK,Rocky Point,,
USC00508140,64.4942,-146.9767,207.3,AK,SALCHA,,
USC00508183,55.3167,-160.5167,6.7,AK,SAND POINT,,
USW00025630,55.3472,-160.4661,73.2,AK,SAND POINT 1 ENE,,70315
USW00025516,59.4433,-151.7017,8.8,AK,SELDOVIA AP,,
USC00508377,60.3539,-149.3483,138.4,AK,SEWARD 19N,,
USC00508377,60.3539,-149.3483,157.9,AK,SEWARD 19N,,
USC00508375,60.1883,-149.6275,125.0,AK,SEWARD 8 NW,,
USC00508375,60.1883,-149.6275,129.2,AK,SEWARD 8 NW,,
USW00026438,60.1283,-149.4167,6.7,AK,SEWARD AP,,70277
USC00508409,61.8125,-147.4992,847.3,AK,SHEEP MTN LODGE,,
USW00045715,52.7167,174.1,37.2,AK,SHEMYA USAF BASE,,70414
USC00508470,61.5175,-144.1914,365.8,AK,SILVER LAKE,,
USW00025379,57.0575,-135.3267,23.8,AK,SITKA 1 NE,,70373
USW00025333,57.0481,-135.3647,4.3,AK,SITKA AIRPORT,,70371
USC00508505,57.0467,-135.3497,10.7,AK,SITKA WTP,,
USC00508525,59.4547,-135.3136,10.7,AK,SKAGWAY,,70362
USW00025335,59.4556,-135.3239,6.1,AK,SKAGWAY AP,,70362
USW00026514,61.9772,-151.2169,45.7,AK,SKWENTNA,,
USC00508547,62.7089,-143.9808,668.1,AK,SLANA,,
USC00508584,58.1422,-133.7386,8.8,AK,SNETTISHAM PWR PLT,,
USC00508594,62.0303,-146.6931,704.7,AK,SNOWSHOE LAKE,,
USC00508615,60.4194,-151.1336,54.9,AK,SOLDOTNA 5SSW,,
USC00508625,62.5333,-145.5167,597.4,AK,SOURDOUGH 1 N,,
USW00026534,61.1,-155.5833,484.0,AK,SPARREVOHN MTN AFS,,70235
USW00025628,56.6,-169.565,38.1,AK,ST GEORGE ISLAND AP,,
USW00025713,57.1553,-170.2222,10.7,AK,ST PAUL ISLAND AP,GSN,70308
USW00025711,57.1575,-170.2119,6.1,AK,ST. PAUL 4 NE,,70309
USC00508731,60.4906,-150.9189,89.0,AK,STERLING 6SW,,
USC00508884,61.9128,-150.0989,45.1,AK,SUSITNA LANDING,,
USC00508915,61.7139,-148.9089,167.6,AK,SUTTON 1 W,,
USS0048U01S,69.42,-148.69,304.8,AK,Sagwon,,
USS0046M04S,61.08,-146.3,167.6,AK,Sugarloaf Mtn,,
USS0049L19S,60.62,-149.53,426.7,AK,Summit Creek,,
USS0050N07S,62.13,-150.04,114.3,AK,Susitna Valley High,,
USC00508945,61.8167,-147.55,798.6,AK,TAHNETA PASS,,
US1AKMS0012,62.2272,-150.0731,116.7,AK,TALKEETNA 7.6 S,,
USW00026528,62.32,-150.095,106.7,AK,TALKEETNA AP,GSN,70251
USW00026529,65.1744,-152.1069,69.2,AK,TANANA CALHOUN MEM AP,,70178
USW00026536,62.9,-155.9667,293.8,AK,TATALINA,,
USC00509148,55.6917,-132.5247,87.2,AK,THORNE BAY,,
USW00026634,65.5667,-167.9167,82.0,AK,TIN CITY,,70117
USC00509313,63.3519,-143.0422,493.8,AK,TOK,,
USC00509313,63.3336,-143.0372,495.3,AK,TOK,,
USC00509314,63.3156,-143.0058,505.4,AK,TOK #2,,
USW00096404,62.7369,-141.2083,609.6,AK,TOK 70 SE,,70292
USC00509385,61.6511,-145.1703,481.3,AK,TONSINA,,
USW00096409,68.6483,-149.3986,750.1,AK,TOOLIK LAKE 5 ENE,,
USC00509460,59.4356,-151.4136,19.2,AK,TUTKA BAY LAGOON,,
USC00509489,64.8656,-146.9542,184.4,AK,TWO RIVERS,,
USS0053L01S,60.98,-153.92,388.6,AK,Telaquana Lake,,
USS0045P03S,64.95,-145.52,499.9,AK,Teuchet Creek,,
USS0050N05S,62.63,-150.78,259.1,AK,Tokositna Valley,,
USS0049L13S,60.78,-149.18,573.0,AK,Turnagain Pass,,
USW00026508,69.3694,-152.14,81.1,AK,UMIAT,,70162
USW00026627,63.8833,-160.8,5.5,AK,UNALAKLEET FLD,,70207
USC00509641,64.8569,-147.8611,144.8,AK,UNIVERSITY EXP STN,,
USW00027516,71.3214,-156.6111,4.6,AK,UTQIAGVIK FORMERLY BARROW 4 EN,,70025
USS0044Q07S,65.1,-144.93,868.7,AK,Upper Chena,,
USS0046Q07S,65.37,-146.59,768.1,AK,Upper Nome Creek,,
USS0045M07S,61.19,-145.65,533.4,AK,Upper Tsaina River,,
USC00509687,61.1311,-146.3822,18.9,AK,VALDEZ,,
USC00509685,61.1314,-146.2436,18.3,AK,VALDEZ AIRPORT,,
USW00026442,61.1303,-146.3517,29.0,AK,VALDEZ WSO,,70275
USW00027503,70.6392,-159.995,9.1,AK,WAINWRIGHT AP,,70030
USW00026618,65.6239,-168.0992,7.6,AK,WALES,,70116
USC00509747,60.7986,-148.0872,10.7,AK,WALLY NOERENBERG HATCH,,
USC00509747,60.7986,-148.0872,10.7,AK,WALLY NOERENBERG HATCHERY,,
USC00509759,61.5333,-149.4333,15.2,AK,WASILLA 3 S,,
USC00509790,61.7067,-149.9978,82.3,AK,WHITES CROSSING,,
USC00509793,64.1539,-145.8894,307.8,AK,WHITESTONE FARMS,,
USC00509793,64.1539,-145.8894,303.3,AK,WHITESTONE FARMS,,
USC00509829,60.7764,-148.6858,18.3,AK,WHITTIER,,
USC00509861,61.7481,-150.0542,62.5,AK,WILLOW WEST,,
USC00509869,67.4192,-150.1069,349.6,AK,WISEMAN,,
USC00509869,67.4083,-150.1095,360.0,AK,WISEMAN,,
USC00509891,64.7803,-147.275,146.3,AK,WOODSMOKE,,
USC00509919,56.4733,-132.3875,17.1,AK,WRANGELL AIRPORT,,70387
USC00509919,56.4733,-132.3875,17.1,AK,WRANGELL AP,,70387
USW00025382,59.5086,-139.685,7.9,AK,YAKUTAT 3 SSE,,
USW00025339,59.5119,-139.6711,10.1,AK,YAKUTAT STATE AP,GSN,70361
USC00010008,31.5703,-85.2483,139.0,AL,ABBEVILLE,,
USC00010063,34.2553,-87.1814,249.3,AL,ADDISON,,
US1ALSH0052,33.1954,-86.8344,166.4,AL,ALABASTER 2.2 SSW,,
US1ALSH0022,33.2462,-86.7903,183.5,AL,ALABASTER 2.4 NE,,
USW00053864,33.1783,-86.7817,172.2,AL,ALABASTER SHELBY CO AP,,72230
USC00010140,32.2322,-87.4103,53.3,AL,ALBERTA,,
US1ALMS0027,34.2747,-86.2369,308.8,AL,ALBERTVILLE 1.8 WNW,,
US1ALMS0013,34.2785,-86.2912,313.0,AL,ALBERTVILLE 4.8 WNW,,
US1ALMS0022,34.3424,-86.2131,324.0,AL,ALBERTVILLE 5.5 N,,
USC00010160,32.9453,-85.9481,195.1,AL,ALEXANDER CITY,,
US1ALTP0007,32.9884,-85.9492,199.3,AL,ALEXANDER CITY 3.1 NNE,,
USC00010178,33.1272,-88.155,59.4,AL,ALICEVILLE,,
USC00010184,33.21,-88.2878,50.3,AL,ALICEVILLE L&D,,
USC00010252,31.3072,-86.5225,76.2,AL,ANDALUSIA 3 W,,
USW00053843,31.3089,-86.3939,94.5,AL,ANDALUSIA OPP AP,,
USC00010260,34.9092,-87.2747,208.8,AL,ANDERSON,,
USW00013871,33.5872,-85.8556,181.1,AL,ANNISTON METRO AP,,
US1ALBL0021,34.2305,-86.4792,297.2,AL,ARAB 7.0 S,,
USC00010369,33.2942,-85.7789,311.5,AL,ASHLAND 3 ENE,,
US1ALSC0011,33.8083,-86.2996,180.4,AL,ASHVILLE 2.7 SW,,
USC00010390,34.7753,-86.9508,210.0,AL,ATHENS,,
US1ALLS0023,34.7869,-86.9536,210.3,AL,ATHENS 1.5 SE,,
USC00010402,31.1819,-87.4389,91.4,AL,ATMORE,,
US1ALLE0004,32.5949,-85.4711,203.0,AL,AUBURN 0.6 ENE,,
US1ALLE0007,32.5844,-85.593,185.9,AL,AUBURN 6.6 W,,
USC00010430,32.6,-85.5,198.7,AL,AUBURN AGRONOMY FARM,,
